122;697,3385;697,338;694,0394;600;599,9995;44,34926;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;324;29;29;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0;721,8;748,8;0,02;0;1,24;0,02;0;0,02;0;0;0,02;0,01;0,01;0,01;0,02;0;0,01;0,01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;279;
123;697,3385;697,338;693,9815;600;599,9995;44,40544;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;325;29;29;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0;721,7;748,7;0,02;0;1,24;0,03;0;0,01;0,01;0;0,02;0,01;0;0,01;0,02;0;0,01;0,03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;289;
124;697,3385;697,6852;694,0394;600;600,3467;44,335;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;325;29;29;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0;721,8;748,7;0,01;0;1,23;0,03;0;0,01;0;0,01;0,02;0,01;0;0,01;0,02;0;0;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;299;
125;697,3385;696,7593;693,8079;600;599,4208;44,42972;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;325;29;29;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0;721,8;748,8;0,01;0;1,24;0,02;0;0,01;0;0;0,01;0;0,01;0,01;0,02;0;0,01;0,03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;309;
126;697,3385;697,2222;694,0394;600;599,8837;44,3871;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;324;29;29;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0;721,7;748,8;0,01;0;1,24;0,03;0;0,01;0;0,01;0,01;0;0;0,02;0,02;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;319;
127;697,3385;696,5856;693,8079;600;599,2471;44,37968;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;325;29;30;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;721,8;748,7;0,01;0;1,24;0,03;0;0,02;0;0,01;0;0;0,01;0,02;0,02;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;329;
128;697,3385;697,4537;693,8658;600;600,1152;44,39098;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;325;29;29;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0;721,8;748,6;0,01;0;1,24;0,02;0;0,01;0;0;0,02;0,01;0,01;0,01;0,01;0,01;0;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;339;
129;697,3385;697,2801;693,75;600;599,9416;44,40955;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;325;29;30;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;721,9;748,6;0,01;0;1,24;0,03;0;0,02;0;0;0;0;0;0,02;0,02;0;0;0,01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;349;
130;697,3385;697,4537;694,1551;600;600,1152;44,45362;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;325;29;29;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0;721,7;748,7;0,01;0;1,24;0,03;0;0,01;0;0;0,02;0;0,01;0,01;0,02;0;0,02;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;359;
131;697,3385;696,9907;693,3449;600;599,6522;44,43833;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;325;29;30;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;721,8;748,7;0,01;0;1,25;0,03;0;0,02;0;0;0,02;0;0,01;0,01;0,02;0;0,02;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;369;
132;697,3385;696,9907;693,9236;600;599,6522;44,42598;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;325;29;30;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;721,7;748,7;0,01;0,01;1,24;0,03;0;0,02;0;0;0,02;0,01;0;0,02;0,02;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;379;
133;697,3385;697,5116;693,8658;600;600,1731;44,35904;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;325;29;30;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;721,9;748,6;0,01;0;1,24;0,02;0;0,01;0;0;0,01;0,01;0,01;0,02;0,02;0;0,02;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;389;
134;697,3385;697,5116;693,9815;600;600,1731;44,37619;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;325;29;30;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;721,9;748,7;0,01;0;1,25;0,02;0;0,02;0;0;0,01;0,01;0;0,01;0,02;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;399;
135;697,3385;697,5116;694,2709;600;600,1731;44,38807;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;325;29;30;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;721,8;748,6;0,01;0;1,23;0,03;0;0,02;0;0;0,01;0;0,01;0,03;0,02;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;409;
136;697,3385;697,2801;693,9815;600;599,9416;44,41509;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;325;29;30;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;721,8;748,5;0,01;0;1,24;0,02;0;0,02;0;0,01;0,01;0,01;0,01;0,03;0,02;0;0;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;419;
137;697,3385;697,1065;693,75;600;599,768;44,44704;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;325;29;30;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;721,8;748,6;0,02;0;1,24;0,02;0;0,01;0;0;0,01;0,01;0,01;0,01;0,02;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;429;
138;697,3385;697,2801;694,1551;600;599,9416;44,43067;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;325;29;30;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;721,9;748,5;0,01;0;1,24;0,03;0;0,01;0;0,01;0,02;0,02;0,01;0,02;0,03;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;439;
139;697,3385;697,1644;694,1551;600;599,8259;44,41162;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;325;29;30;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;721,8;748,5;0,01;0;1,24;0,03;0;0,01;0;0;0,02;0;0;0,01;0,02;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;449;
140;697,3385;696,7593;693,9236;600;599,4208;44,43446;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;325;30;30;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;721,8;748,6;0,01;0;1,24;0,02;0;0;0;0;0,01;0;0,01;0,01;0,01;0;0,02;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;459;
141;697,3385;697,8588;694,2709;600;600,5203;44,43949;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;325;30;30;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;721,7;748,6;0,01;0;1,24;0,03;0;0;0,01;0;0,02;0,01;0;0,01;0,01;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;469;
142;697,3385;697,6852;693,8658;600;600,3467;44,47604;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;325;30;30;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;721,8;748,5;0,01;0;1,24;0,02;0;0;0;0;0,01;0,01;0;0,01;0,03;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;479;
143;697,3385;696,9329;693,9815;600;599,5944;44,46586;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;325;30;30;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;721,8;748,6;0,01;0;1,24;0,03;0;0,02;0;0;0,02;0,01;0;0,02;0,02;0;0;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;489;
144;697,3385;697,2801;693,5764;600;599,9416;44,48125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;325;30;30;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;721,8;748,5;0,01;0;1,25;0,03;0;0,02;0;0;0,01;0;0,01;0,02;0,02;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;
145;697,3385;697,2801;694,1551;600;599,9416;44,43521;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;325;30;31;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;721,7;748,4;0,01;0;1,23;0,02;0;0;0;0;0,03;0,01;0,01;0,02;0,02;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;509;
146;697,3385;697,4537;693,75;600;600,1152;44,39451;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;325;30;31;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;721,8;748,5;0,01;0;1,25;0,02;0;0,02;0;0,01;0,02;0,01;0,01;0,02;0,02;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;519;
147;697,3385;697,1065;694,213;600;599,768;44,38968;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;325;30;31;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;721,8;748,5;0,01;0;1,24;0,02;0;0,01;0;0;0,01;0,01;0;0,02;0,01;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;529;
148;697,3385;697,2801;694,213;600;599,9416;44,48148;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;325;30;31;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;721,8;748,4;0,01;0;1,24;0,03;0;0,01;0;0;0,02;0,01;0,01;0,02;0,01;0;0,02;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;539;
149;697,3385;697,2222;694,3866;600;599,8837;44,35252;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;325;30;31;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;722;748,5;0,01;0;1,24;0,03;0;0;0;0,01;0,01;0,01;0;0,02;0,02;0;0,02;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;549;
150;697,3385;697,338;694,1551;600;599,9995;44,35746;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;325;30;31;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;721,9;748,5;0,01;0;1,25;0,03;0;0,02;0;0;0,01;0;0,01;0,02;0,01;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;559;
151;697,3385;697,3958;694,3287;600;600,0573;44,42242;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;325;30;31;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;721,9;748,4;0,01;0;1,24;0,03;0;0,01;0;0;0,01;0;0,01;0,02;0,02;0;0,01;0,03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;569;
152;697,3385;696,9329;693,9815;600;599,5944;44,52852;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;325;30;31;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;721,9;748,4;0,01;0;1,27;0,02;0;0,02;0;0,01;0,01;0;0;0,02;0,01;0;0;0,01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;579;
153;697,3385;697,5695;693,8658;600;600,231;44,38852;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;324;30;31;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;721,8;748,4;0,01;0;1,26;0,03;0;0,01;0;0;0,01;0,01;0;0,02;0,02;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;589;
154;697,3385;697,5116;693,9815;600;600,1731;44,44897;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;324;31;31;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;721,8;748,4;0,01;0;1,24;0,03;0;0;0,01;0,01;0,02;0;0;0,02;0,01;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;599;
155;697,3385;696,9907;694,213;600;599,6522;44,53099;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;325;31;31;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;721,8;748,3;0;0;1,24;0,02;0;0,02;0;0;0,02;0;0,01;0,02;0,02;0;0,01;0,03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;609;
156;97,8392;696,5278;694,3287;-2,94397;595,7446;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;324;31;32;0;0;0;32;0;0;0;0;0;0;0;0;0;0;0;721,8;748,3;0,01;0;1,25;0,03;0;0,02;0;0;0,02;0;0;0,01;0,01;0;0,01;0,01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;619;
157;100,7832;563,9468;560,8796;0;463,1636;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;324;31;32;0;0;0;32;0;0;0;0;0;0;0;0;0;0;0;721,8;748,4;0,01;0;1,24;0,03;0;0,01;0;0,01;0,02;0,01;0;0,01;0,02;0;0,02;0,04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;629;
158;100,7832;401,0417;398,7268;0;300,2585;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;324;31;32;0;0;0;32;0;0;0;0;0;0;0;0;0;0;0;721,8;748,3;0,01;0;1,24;0,03;0;0,02;0;0;0,01;0,01;0;0,01;0,01;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;639;
159;100,7832;270,081;266,4352;0;169,2979;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;324;31;32;0;0;0;32;0;0;0;0;0;0;0;0;0;0;0;721,8;748,4;0,01;0,01;1,24;0,03;0;0,01;0,01;0,01;0,02;0;0,01;0,02;0,02;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;649;
160;100,7832;170,8912;167,419;0;70,10803;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;324;31;32;0;0;0;32;0;0;0;0;0;0;0;0;0;0;0;721,8;748,2;0,01;0,01;1,24;0,03;0;0;0;0,01;0,01;0;0;0,02;0,03;0;0,01;0,03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;659;
161;100,7832;96,35417;93,22916;0;-4,429001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;324;31;32;0;0;0;32;0;0;0;0;0;0;0;0;0;0;0;721,8;748,1;0,01;0;1,24;0,03;0;0;0;0;0,01;0;0;0,03;0,02;0;0;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;669;
162;100,7832;54,34027;51,04167;0;-46,4429;6,674764;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;324;31;32;0;0;0;32;0;0;0;0;0;0;0;0;0;0;0;721,7;748;0,01;0;1,24;0,02;0;0;0,01;0;0,01;0,01;0,01;0,03;0,01;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;679;
163;100,7832;67,99769;65,50925;0;-32,78548;5,968229;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;324;31;32;0;0;0;32;0;0;0;0;0;0;0;0;0;0;0;722;748;0,01;0;1,23;0,02;0;0,01;0,01;0;0,01;0;0;0,02;0,02;0;0,01;0,03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;689;
164;100,7832;73,32176;69,67593;0;-27,46141;6,161044;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;324;31;32;0;0;0;32;0;0;0;0;0;0;0;0;0;0;0;721,9;747,8;0,01;0;1,24;0,02;0;0,02;0;0;0,01;0;0;0,01;0,01;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;699;
165;100,7832;75,69445;72,16435;0;-25,08872;6,452078;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;324;32;32;0;0;0;32;0;0;0;0;0;0;0;0;0;0;0;721,8;747,7;0,01;0;1,24;0,03;0;0,01;0;0;0,01;0;0;0,01;0,02;0;0,02;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;709;
166;100,7832;78,64584;75,34722;0;-22,13734;6,80848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;324;32;32;0;0;0;32;0;0;0;0;0;0;0;0;0;0;0;721,8;747,5;0,01;0;1,23;0,03;0;0,01;0;0;0,02;0,01;0;0,01;0,03;0;0,01;0,03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;719;
167;100,7832;80,15047;77,19907;0;-20,63271;7,260092;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;324;32;33;0;0;0;33;0;0;0;0;0;0;0;0;0;0;0;722;747,5;0,01;0;1,24;0,02;0;0,01;0;0;0;0;0;0,02;0,01;0,01;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;729;
168;100,7832;81,53935;79,1088;0;-19,24382;7,69741;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;324;32;33;0;0;0;33;0;0;0;0;0;0;0;0;0;0;0;721,8;747,2;0,01;0;1,24;0,03;0;0,02;0;0;0,01;0,01;0;0,02;0,02;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;739;
